Cement, Blast Furnace Slag, Fly Ash, Water, Superplasticizer, Coarse Aggregate, Fine Aggregate, Age (day), Concrete compressive strength (MPa) 
198.600000,132.400000,0.000000,192.000000,0.000000,978.400000,825.500000,180.000000,41.720000
475.000000,0.000000,0.000000,228.000000,0.000000,932.000000,594.000000,270.000000,42.130000
190.000000,190.000000,0.000000,228.000000,0.000000,932.000000,670.000000,365.000000,53.690000
237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,270.000000,38.410000
237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,28.000000,30.080000
332.500000,142.500000,0.000000,228.000000,0.000000,932.000000,594.000000,90.000000,37.720000
475.000000,0.000000,0.000000,228.000000,0.000000,932.000000,594.000000,90.000000,42.230000
237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,180.000000,36.250000
342.000000,38.000000,0.000000,228.000000,0.000000,932.000000,670.000000,90.000000,50.460000
427.500000,47.500000,0.000000,228.000000,0.000000,932.000000,594.000000,365.000000,43.700000
237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,365.000000,39.000000
380.000000,0.000000,0.000000,228.000000,0.000000,932.000000,670.000000,180.000000,53.100000
427.500000,47.500000,0.000000,228.000000,0.000000,932.000000,594.000000,90.000000,41.540000
427.500000,47.500000,0.000000,228.000000,0.000000,932.000000,594.000000,7.000000,35.080000
349.000000,0.000000,0.000000,192.000000,0.000000,1047.000000,806.900000,3.000000,15.050000
380.000000,95.000000,0.000000,228.000000,0.000000,932.000000,594.000000,180.000000,40.760000
237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,7.000000,26.260000
380.000000,95.000000,0.000000,228.000000,0.000000,932.000000,594.000000,7.000000,32.820000
332.500000,142.500000,0.000000,228.000000,0.000000,932.000000,594.000000,180.000000,39.780000
190.000000,190.000000,0.000000,228.000000,0.000000,932.000000,670.000000,180.000000,46.930000
237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,90.000000,33.120000
304.000000,76.000000,0.000000,228.000000,0.000000,932.000000,670.000000,90.000000,49.190000
139.600000,209.400000,0.000000,192.000000,0.000000,1047.000000,806.900000,7.000000,14.590000
198.600000,132.400000,0.000000,192.000000,0.000000,978.400000,825.500000,7.000000,14.640000
475.000000,0.000000,0.000000,228.000000,0.000000,932.000000,594.000000,365.000000,41.930000
198.600000,132.400000,0.000000,192.000000,0.000000,978.400000,825.500000,3.000000,9.130000
304.000000,76.000000,0.000000,228.000000,0.000000,932.000000,670.000000,180.000000,50.950000
332.500000,142.500000,0.000000,228.000000,0.000000,932.000000,594.000000,28.000000,33.020000
304.000000,76.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270.000000,54.380000
266.000000,114.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270.000000,51.730000
310.000000,0.000000,0.000000,192.000000,0.000000,971.000000,850.600000,3.000000,9.870000
190.000000,190.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270.000000,50.660000
266.000000,114.000000,0.000000,228.000000,0.000000,932.000000,670.000000,180.000000,48.700000
342.000000,38.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270.000000,55.060000
139.600000,209.400000,0.000000,192.000000,0.000000,1047.000000,806.900000,360.000000,44.700000
332.500000,142.500000,0.000000,228.000000,0.000000,932.000000,594.000000,7.000000,30.280000
190.000000,190.000000,0.000000,228.000000,0.000000,932.000000,670.000000,28.000000,40.860000
485.000000,0.000000,0.000000,146.000000,0.000000,1120.000000,800.000000,28.000000,71.990000
374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,3.000000,34.400000
313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,3.000000,28.800000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,3.000000,33.400000
425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,3.000000,36.300000
375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,3.000000,29.000000
475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,3.000000,37.800000
469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,3.000000,40.200000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,3.000000,33.400000
388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,3.000000,28.100000
531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,3.000000,41.300000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,3.000000,33.400000
318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,3.000000,25.200000
401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,3.000000,41.100000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3.000000,35.300000
323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,3.000000,28.300000
379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,3.000000,28.600000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3.000000,35.300000
286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,3.000000,24.400000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3.000000,35.300000
439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,3.000000,39.300000
389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,3.000000,40.600000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3.000000,35.300000
337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,3.000000,24.100000
374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,7.000000,46.200000
313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,7.000000,42.800000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7.000000,49.200000
425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,7.000000,46.800000
375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,7.000000,45.700000
475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,7.000000,55.600000
469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,7.000000,54.900000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7.000000,49.200000
388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,7.000000,34.900000
531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,7.000000,46.900000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7.000000,49.200000
318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,7.000000,33.400000
401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,7.000000,54.100000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7.000000,55.900000
323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,7.000000,49.800000
379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,7.000000,47.100000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7.000000,55.900000
286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,7.000000,38.000000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7.000000,55.900000
439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,7.000000,56.100000
389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,7.000000,59.090000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7.000000,22.900000
337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,7.000000,35.100000
374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,28.000000,61.090000
313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,28.000000,59.800000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28.000000,60.290000
425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,28.000000,61.800000
375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,28.000000,56.700000
475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,28.000000,68.300000
469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,28.000000,66.900000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28.000000,60.290000
388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,28.000000,50.700000
531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,28.000000,56.400000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28.000000,60.290000
318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,28.000000,55.500000
401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,28.000000,68.500000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28.000000,71.300000
323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,28.000000,74.700000
379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,28.000000,52.200000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28.000000,71.300000
286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,28.000000,67.700000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28.000000,71.300000
439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,28.000000,66.000000
389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,28.000000,74.500000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28.000000,71.300000
337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,28.000000,49.900000
374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,56.000000,63.400000
313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,56.000000,64.900000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56.000000,64.300000
425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,56.000000,64.900000
375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,56.000000,60.200000
475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,56.000000,72.300000
469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,56.000000,69.300000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56.000000,64.300000
388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,56.000000,55.200000
531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,56.000000,58.800000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56.000000,64.300000
318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,56.000000,66.100000
401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,56.000000,73.700000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56.000000,77.300000
323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,56.000000,80.200000
379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,56.000000,54.900000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56.000000,77.300000
286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,56.000000,72.990000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56.000000,77.300000
439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,56.000000,71.700000
389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,56.000000,79.400000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56.000000,77.300000
337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,56.000000,59.890000
374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,91.000000,64.900000
313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,91.000000,66.600000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91.000000,65.200000
425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,91.000000,66.700000
375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,91.000000,62.500000
475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,91.000000,74.190000
469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,91.000000,70.700000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91.000000,65.200000
388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,91.000000,57.600000
531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,91.000000,59.200000
425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91.000000,65.200000
318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,91.000000,68.100000
401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,91.000000,75.500000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91.000000,79.300000
379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,91.000000,56.500000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91.000000,79.300000
286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,91.000000,76.800000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91.000000,79.300000
439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,91.000000,73.300000
389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,91.000000,82.600000
362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91.000000,79.300000
337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,91.000000,67.800000
222.400000,0.000000,96.700000,189.300000,4.500000,967.100000,870.300000,3.000000,11.580000
222.400000,0.000000,96.700000,189.300000,4.500000,967.100000,870.300000,14.000000,24.450000
222.400000,0.000000,96.700000,189.300000,4.500000,967.100000,870.300000,28.000000,24.890000
222.400000,0.000000,96.700000,189.300000,4.500000,967.100000,870.300000,56.000000,29.450000
222.400000,0.000000,96.700000,189.300000,4.500000,967.100000,870.300000,100.000000,40.710000
233.800000,0.000000,94.600000,197.900000,4.600000,947.000000,852.200000,3.000000,10.380000
233.800000,0.000000,94.600000,197.900000,4.600000,947.000000,852.200000,14.000000,22.140000
233.800000,0.000000,94.600000,197.900000,4.600000,947.000000,852.200000,28.000000,22.840000
233.800000,0.000000,94.600000,197.900000,4.600000,947.000000,852.200000,56.000000,27.660000
233.800000,0.000000,94.600000,197.900000,4.600000,947.000000,852.200000,100.000000,34.560000
194.700000,0.000000,100.500000,165.600000,7.500000,1006.400000,905.900000,3.000000,12.450000
194.700000,0.000000,100.500000,165.600000,7.500000,1006.400000,905.900000,14.000000,24.990000
194.700000,0.000000,100.500000,165.600000,7.500000,1006.400000,905.900000,28.000000,25.720000
194.700000,0.000000,100.500000,165.600000,7.500000,1006.400000,905.900000,56.000000,33.960000
194.700000,0.000000,100.500000,165.600000,7.500000,1006.400000,905.900000,100.000000,37.340000
190.700000,0.000000,125.400000,162.100000,7.800000,1090.000000,804.000000,3.000000,15.040000
190.700000,0.000000,125.400000,162.100000,7.800000,1090.000000,804.000000,14.000000,21.060000
190.700000,0.000000,125.400000,162.100000,7.800000,1090.000000,804.000000,28.000000,26.400000
190.700000,0.000000,125.400000,162.100000,7.800000,1090.000000,804.000000,56.000000,35.340000
190.700000,0.000000,125.400000,162.100000,7.800000,1090.000000,804.000000,100.000000,40.570000
212.100000,0.000000,121.600000,180.300000,5.700000,1057.600000,779.300000,3.000000,12.470000
212.100000,0.000000,121.600000,180.300000,5.700000,1057.600000,779.300000,14.000000,20.920000
212.100000,0.000000,121.600000,180.300000,5.700000,1057.600000,779.300000,28.000000,24.900000
212.100000,0.000000,121.600000,180.300000,5.700000,1057.600000,779.300000,56.000000,34.200000
212.100000,0.000000,121.600000,180.300000,5.700000,1057.600000,779.300000,100.000000,39.610000
230.000000,0.000000,118.300000,195.500000,4.600000,1029.400000,758.600000,3.000000,10.030000
230.000000,0.000000,118.300000,195.500000,4.600000,1029.400000,758.600000,14.000000,20.080000
230.000000,0.000000,118.300000,195.500000,4.600000,1029.400000,758.600000,28.000000,24.480000
230.000000,0.000000,118.300000,195.500000,4.600000,1029.400000,758.600000,56.000000,31.540000
230.000000,0.000000,118.300000,195.500000,4.600000,1029.400000,758.600000,100.000000,35.340000
190.300000,0.000000,125.200000,161.900000,9.900000,1088.100000,802.600000,3.000000,9.450000
190.300000,0.000000,125.200000,161.900000,9.900000,1088.100000,802.600000,14.000000,22.720000
190.300000,0.000000,125.200000,161.900000,9.900000,1088.100000,802.600000,28.000000,28.470000
190.300000,0.000000,125.200000,161.900000,9.900000,1088.100000,802.600000,56.000000,38.560000
190.300000,0.000000,125.200000,161.900000,9.900000,1088.100000,802.600000,100.000000,40.390000
166.100000,0.000000,163.300000,176.500000,4.500000,1058.600000,780.100000,3.000000,10.760000
166.100000,0.000000,163.300000,176.500000,4.500000,1058.600000,780.100000,14.000000,25.480000
166.100000,0.000000,163.300000,176.500000,4.500000,1058.600000,780.100000,28.000000,21.540000
166.100000,0.000000,163.300000,176.500000,4.500000,1058.600000,780.100000,56.000000,28.630000
166.100000,0.000000,163.300000,176.500000,4.500000,1058.600000,780.100000,100.000000,33.540000
168.000000,42.100000,163.800000,121.800000,5.700000,1058.700000,780.100000,3.000000,7.750000
168.000000,42.100000,163.800000,121.800000,5.700000,1058.700000,780.100000,14.000000,17.820000
168.000000,42.100000,163.800000,121.800000,5.700000,1058.700000,780.100000,28.000000,24.240000
168.000000,42.100000,163.800000,121.800000,5.700000,1058.700000,780.100000,56.000000,32.850000
168.000000,42.100000,163.800000,121.800000,5.700000,1058.700000,780.100000,100.000000,39.230000
213.700000,98.100000,24.500000,181.700000,6.900000,1065.800000,785.400000,3.000000,18.000000
213.700000,98.100000,24.500000,181.700000,6.900000,1065.800000,785.400000,14.000000,30.390000
213.700000,98.100000,24.500000,181.700000,6.900000,1065.800000,785.400000,28.000000,45.710000
213.700000,98.100000,24.500000,181.700000,6.900000,1065.800000,785.400000,56.000000,50.770000
213.700000,98.100000,24.500000,181.700000,6.900000,1065.800000,785.400000,100.000000,53.900000
213.800000,98.100000,24.500000,181.700000,6.700000,1066.000000,785.500000,3.000000,13.180000
213.800000,98.100000,24.500000,181.700000,6.700000,1066.000000,785.500000,14.000000,17.840000
213.800000,98.100000,24.500000,181.700000,6.700000,1066.000000,785.500000,28.000000,40.230000
213.800000,98.100000,24.500000,181.700000,6.700000,1066.000000,785.500000,56.000000,47.130000
213.800000,98.100000,24.500000,181.700000,6.700000,1066.000000,785.500000,100.000000,49.970000
229.700000,0.000000,118.200000,195.200000,6.100000,1028.100000,757.600000,3.000000,13.360000
229.700000,0.000000,118.200000,195.200000,6.100000,1028.100000,757.600000,14.000000,22.320000
229.700000,0.000000,118.200000,195.200000,6.100000,1028.100000,757.600000,28.000000,24.540000
229.700000,0.000000,118.200000,195.200000,6.100000,1028.100000,757.600000,56.000000,31.350000
229.700000,0.000000,118.200000,195.200000,6.100000,1028.100000,757.600000,100.000000,40.860000
238.100000,0.000000,94.100000,186.700000,7.000000,949.900000,847.000000,3.000000,19.930000
238.100000,0.000000,94.100000,186.700000,7.000000,949.900000,847.000000,14.000000,25.690000
238.100000,0.000000,94.100000,186.700000,7.000000,949.900000,847.000000,28.000000,30.230000
238.100000,0.000000,94.100000,186.700000,7.000000,949.900000,847.000000,56.000000,39.590000
238.100000,0.000000,94.100000,186.700000,7.000000,949.900000,847.000000,100.000000,44.300000
250.000000,0.000000,95.700000,187.400000,5.500000,956.900000,861.200000,3.000000,13.820000
250.000000,0.000000,95.700000,187.400000,5.500000,956.900000,861.200000,14.000000,24.920000
250.000000,0.000000,95.700000,187.400000,5.500000,956.900000,861.200000,28.000000,29.220000
250.000000,0.000000,95.700000,187.400000,5.500000,956.900000,861.200000,56.000000,38.330000
250.000000,0.000000,95.700000,187.400000,5.500000,956.900000,861.200000,100.000000,42.350000
212.500000,0.000000,100.400000,159.300000,8.700000,1007.800000,903.600000,3.000000,13.540000
212.500000,0.000000,100.400000,159.300000,8.700000,1007.800000,903.600000,14.000000,26.310000
212.500000,0.000000,100.400000,159.300000,8.700000,1007.800000,903.600000,28.000000,31.640000
212.500000,0.000000,100.400000,159.300000,8.700000,1007.800000,903.600000,56.000000,42.550000
212.500000,0.000000,100.400000,159.300000,8.700000,1007.800000,903.600000,100.000000,42.920000
212.600000,0.000000,100.400000,159.400000,10.400000,1003.800000,903.800000,3.000000,13.330000
212.600000,0.000000,100.400000,159.400000,10.400000,1003.800000,903.800000,14.000000,25.370000
212.600000,0.000000,100.400000,159.400000,10.400000,1003.800000,903.800000,28.000000,37.400000
212.600000,0.000000,100.400000,159.400000,10.400000,1003.800000,903.800000,56.000000,44.400000
212.600000,0.000000,100.400000,159.400000,10.400000,1003.800000,903.800000,100.000000,47.740000
212.000000,0.000000,124.800000,159.000000,7.800000,1085.400000,799.500000,3.000000,19.520000
212.000000,0.000000,124.800000,159.000000,7.800000,1085.400000,799.500000,14.000000,31.350000
212.000000,0.000000,124.800000,159.000000,7.800000,1085.400000,799.500000,28.000000,38.500000
212.000000,0.000000,124.800000,159.000000,7.800000,1085.400000,799.500000,56.000000,45.080000
212.000000,0.000000,124.800000,159.000000,7.800000,1085.400000,799.500000,100.000000,47.820000
231.800000,0.000000,121.600000,174.000000,6.700000,1056.400000,778.500000,3.000000,15.440000
231.800000,0.000000,121.600000,174.000000,6.700000,1056.400000,778.500000,14.000000,26.770000
231.800000,0.000000,121.600000,174.000000,6.700000,1056.400000,778.500000,28.000000,33.730000
231.800000,0.000000,121.600000,174.000000,6.700000,1056.400000,778.500000,56.000000,42.700000
231.800000,0.000000,121.600000,174.000000,6.700000,1056.400000,778.500000,100.000000,45.840000
251.400000,0.000000,118.300000,188.500000,5.800000,1028.400000,757.700000,3.000000,17.220000
251.400000,0.000000,118.300000,188.500000,5.800000,1028.400000,757.700000,14.000000,29.930000
251.400000,0.000000,118.300000,188.500000,5.800000,1028.400000,757.700000,28.000000,29.650000
251.400000,0.000000,118.300000,188.500000,5.800000,1028.400000,757.700000,56.000000,36.970000
251.400000,0.000000,118.300000,188.500000,5.800000,1028.400000,757.700000,100.000000,43.580000
251.400000,0.000000,118.300000,188.500000,6.400000,1028.400000,757.700000,3.000000,13.120000
251.400000,0.000000,118.300000,188.500000,6.400000,1028.400000,757.700000,14.000000,24.430000
251.400000,0.000000,118.300000,188.500000,6.400000,1028.400000,757.700000,28.000000,32.660000
251.400000,0.000000,118.300000,188.500000,6.400000,1028.400000,757.700000,56.000000,36.640000
251.400000,0.000000,118.300000,188.500000,6.400000,1028.400000,757.700000,100.000000,44.210000
181.400000,0.000000,167.000000,169.600000,7.600000,1055.600000,777.800000,3.000000,13.620000
181.400000,0.000000,167.000000,169.600000,7.600000,1055.600000,777.800000,14.000000,21.600000
181.400000,0.000000,167.000000,169.600000,7.600000,1055.600000,777.800000,28.000000,27.770000
181.400000,0.000000,167.000000,169.600000,7.600000,1055.600000,777.800000,56.000000,35.570000
181.400000,0.000000,167.000000,169.600000,7.600000,1055.600000,777.800000,100.000000,45.370000
182.000000,45.200000,122.000000,170.200000,8.200000,1059.400000,780.700000,3.000000,7.320000
182.000000,45.200000,122.000000,170.200000,8.200000,1059.400000,780.700000,14.000000,21.500000
182.000000,45.200000,122.000000,170.200000,8.200000,1059.400000,780.700000,28.000000,31.270000
182.000000,45.200000,122.000000,170.200000,8.200000,1059.400000,780.700000,56.000000,43.500000
182.000000,45.200000,122.000000,170.200000,8.200000,1059.400000,780.700000,100.000000,48.670000
168.900000,42.200000,124.300000,158.300000,10.800000,1080.800000,796.200000,3.000000,7.400000
168.900000,42.200000,124.300000,158.300000,10.800000,1080.800000,796.200000,14.000000,23.510000
168.900000,42.200000,124.300000,158.300000,10.800000,1080.800000,796.200000,28.000000,31.120000
168.900000,42.200000,124.300000,158.300000,10.800000,1080.800000,796.200000,56.000000,39.150000
168.900000,42.200000,124.300000,158.300000,10.800000,1080.800000,796.200000,100.000000,48.150000
290.400000,0.000000,96.200000,168.100000,9.400000,961.200000,865.000000,3.000000,22.500000
290.400000,0.000000,96.200000,168.100000,9.400000,961.200000,865.000000,14.000000,34.670000
290.400000,0.000000,96.200000,168.100000,9.400000,961.200000,865.000000,28.000000,34.740000
290.400000,0.000000,96.200000,168.100000,9.400000,961.200000,865.000000,56.000000,45.080000
290.400000,0.000000,96.200000,168.100000,9.400000,961.200000,865.000000,100.000000,48.970000
277.100000,0.000000,97.400000,160.600000,11.800000,973.900000,875.600000,3.000000,23.140000
